passage_id,chapter,section,subsection,page,cluster,cluster_name,cluster_short,x,y,word_count,text,nn,nn_sim
p1333,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),390,10,"Computer Science, Math & Data Science",CS / Math / Data,7.9955,3.2097,25,"This course covers neural network, deep belief network, Boltzmann machine, convolutional neural network, recurrent neural network, and deep learning applications for speech, image, video, etc.",p0732 p1327 p1334 p1320 p0721,0.633 0.583 0.557 0.545 0.532
p1334,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),390,10,"Computer Science, Math & Data Science",CS / Math / Data,8.2683,3.27,37,"This course covers Bayesian network, Markov random field, Gaussian graphical model, message passing, generalized linear model, expectation-maximization, factor analysis, state space model, conditional random field, variational inference, approximate inference, Dirichlet process, kernel graphical model and spectral algorithm.",p1328 p1321 p1327 p0717 p1333,0.736 0.721 0.684 0.604 0.557
p1335,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Third Language (TLANG),391,5,Interdisciplinary Seminars & Learning Goals,Seminars,4.4078,0.9776,133,"This is a guided independent study course in which learners will learn basic skills in the target language. The specific goals and other aspects of the course (e.g. materials, learning methods) to be determined through discussion between the learner and instructor, but normally learners in this course will learn how to introduce themselves, manage daily interactions, and deal with daily life issues; in other words, the course will cover the amount and type of material normal for a first term language course. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for students whose Third Language track students, i.e. those whose English and Chinese language proficiency is such that they need no further study of these languages.",p1338 p1340 p1336 p0823 p0703,0.878 0.873 0.871 0.744 0.739
p1336,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Third Language (TLANG),391,5,Interdisciplinary Seminars & Learning Goals,Seminars,4.4837,1.0631,172,"In this guided independent study course students will master the skills and language knowledge normally covered in a second term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to carry on social conversation about themselves and their lives. The target language must be one which faculty in the Language This is a guided independent study course in which learners will learn basic oral and/or written skills for managing common social interactions in the target language. The specific goals and other aspects of the course (e.g. materials, learning methods) to be determined through discussion between the learner and instructor, but essentially the course will cover the amount and type of material normal for a second-level language course. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for Third Language track students.",p1340 p1338 p1335 p0823 p0810,0.970 0.923 0.871 0.759 0.641
p1337,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Third Language (TLANG),391,3,Course Prerequisites,Prerequisites,5.1766,7.3713,5,Prerequisite(s): TLANG 191 or equivalent,p1341 p1339 p0670 p0673 p0676,0.932 0.891 0.703 0.690 0.684
p1338,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Third Language (TLANG),391,5,Interdisciplinary Seminars & Learning Goals,Seminars,4.5508,1.0643,99,"In this guided independent study course students will master the skills and language knowledge normally covered in a third term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to communicate about topics such as school life, work, travel and so forth. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for is for Third Language track students.",p1340 p1336 p1335 p0823 p0703,0.939 0.923 0.878 0.794 0.679
p1339,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Third Language (TLANG),391,3,Course Prerequisites,Prerequisites,5.1768,7.3712,5,Prerequisite(s): TLANG 192 or equivalent,p1337 p1341 p0670 p0664 p0676,0.891 0.845 0.606 0.590 0.589
p1340,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Third Language (TLANG),392,5,Interdisciplinary Seminars & Learning Goals,Seminars,4.4924,1.0572,170,"In this guided independent study course students will master the skills and language knowledge normally covered in a fourth term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to communicate about topics such as one’s country and community, social issues, and so forth. This is a guided independent study course in which learners will learn basic oral and/or written skills for talking about topics such as school life, work, travel and so forth. The specific goals and other aspects of the course (e.g. materials, learning methods) to be determined through discussion between the learner and instructor, but essentially the course will cover the amount and type of material normal for a second-level language course. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for Third Language track students.",p1336 p1338 p1335 p0823 p0810,0.970 0.939 0.873 0.768 0.656
p1341,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Third Language (TLANG),392,3,Course Prerequisites,Prerequisites,5.1481,7.337,5,Prerequisite(s): TLANG 291 or equivalent,p1337 p1339 p0670 p0739 p0676,0.932 0.845 0.694 0.685 0.674
p1342,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: US Studies (USTUD),393,4,"Media, Film & Visual Arts",Media & Film,7.2887,-0.7163,110,"This course examines the history of American musicals, focusing on the period from Show Boat to Sondheim with attention to poetics, aesthetics, and politics. It demonstrates how the American musical has functioned as a popular representation of key themes such as immigration, race and gender and sexual diversity. Students will learn to identify historical and cultural references, and place the evolution of the musical in its proper social and historical context, including the significance of Broadway and New York in the popular American cultural imagination. Students learn to interpret music as text and understand the relationship of musical theater to other musical forms such as blues, jazz, pop and rock.",p1081 p0990 p1343 p1006 p1079,0.613 0.578 0.542 0.490 0.490
